
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
A2:B5:3C:1C:3B:82, 2022-08-11 12:23:27, 2022-08-11 18:03:28, 132, 720, WPA2, CCMP, PSK, -90,        2,        2,   0.  0.  0.  0,  19, LIVE TIM_LOJA 02_5G, 
98:77:E7:03:0E:0D, 2022-08-11 15:33:45, 2022-08-11 17:45:24, 116, 1733, WPA2, CCMP, PSK, -91,       23,        0,   0.  0.  0.  0,  14, CLARO_5G030E07, 
8C:44:4F:0C:F0:28, 2022-08-11 17:40:16, 2022-08-11 17:40:16, 157,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
7C:A7:B0:04:65:A8, 2022-08-11 17:34:04, 2022-08-11 17:34:28, 36, 130, OPN, ,   , -89,        5,        0,   0.  0.  0.  0,  14, FT-SMirror 419, 
48:7A:FF:37:F1:D4, 2022-08-11 17:25:49, 2022-08-11 17:25:49, 149, 433, WPA2, CCMP, PSK, -89,        2,        0,   0.  0.  0.  0,  12, Hyundai_kM3V, 
CE:44:26:66:E4:BA, 2022-08-11 17:20:49, 2022-08-11 17:20:49, 149, 433, WPA2, CCMP, PSK, -87,        4,        0,   0.  0.  0.  0,  11, myChevrolet, 
C6:C6:78:C6:68:1F, 2022-08-11 13:16:48, 2022-08-11 17:09:37, 161, 1733, WPA2, CCMP, PSK, -85,        1,        0,   0.  0.  0.  0,  15, Liracolcoes-2.4, 
4C:D9:C4:3C:D3:6D, 2022-08-11 17:09:11, 2022-08-11 17:09:23, 149, 180, WPA2, CCMP, PSK, -90,       10,        0,   0.  0.  0.  0,  19, Wi-FI Hotspot 44189, 
FA:55:CD:59:45:BE, 2022-08-11 17:08:36, 2022-08-11 17:09:00, 153, 433, WPA2, CCMP, PSK, -88,       14,        0,   0.  0.  0.  0,  11, VW_MIB_3613, 
28:3B:82:23:1E:6E, 2022-08-11 10:43:20, 2022-08-11 17:08:26, 36,  -1, WPA, ,   ,  -1,        0,        7,   0.  0.  0.  0,   0, , 
CC:C0:79:F9:13:F0, 2022-08-11 17:06:35, 2022-08-11 17:07:47, 149,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
94:2C:B3:D0:C8:C5, 2022-08-11 10:42:32, 2022-08-11 17:07:38, 40, 1170, WPA2 WPA, CCMP TKIP, PSK, -90,       92,        9,   0.  0.  0.  0,  18, Net-Virtua-4513-5G, 
C6:3D:D9:90:93:D7, 2022-08-11 10:41:23, 2022-08-11 17:00:38, 40, 1733, WPA2, CCMP, PSK, -89,        9,        0,   0.  0.  0.  0,  14, VIVOFIBRA-93D0, 
66:05:E4:5E:AC:83, 2022-08-11 16:52:11, 2022-08-11 16:52:11, 161, 866, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,  17, Uconnect-33656133, 
56:9F:06:45:81:FD, 2022-08-11 16:33:51, 2022-08-11 16:33:51, 112, 866, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,   0, , 
B0:D8:88:0F:13:A7, 2022-08-11 16:01:52, 2022-08-11 16:01:52, 149, 390, WPA2, CCMP, PSK, -89,        4,        0,   0.  0.  0.  0,  16, HONDA_WIFI0F13A6, 
5A:D5:0A:E0:7C:5F, 2022-08-11 15:57:39, 2022-08-11 15:58:04, 149, 433, WPA2, CCMP, PSK, -88,       11,        0,   0.  0.  0.  0,  17, DMH-Z6380TVAB25EB, 
62:E6:F0:22:88:B1, 2022-08-11 15:50:39, 2022-08-11 15:52:03, 149, 433, WPA2, CCMP, PSK, -89,        9,        0,   0.  0.  0.  0,  11, myChevrolet, 
FA:55:CD:59:41:DE, 2022-08-11 10:58:31, 2022-08-11 15:41:39, 153, 433, WPA2, CCMP, PSK, -86,       32,        0,   0.  0.  0.  0,  11, VW_MIB_4633, 
66:05:E4:5E:98:85, 2022-08-11 15:39:39, 2022-08-11 15:39:51, 161, 866, WPA2, CCMP, PSK, -89,        4,        0,   0.  0.  0.  0,  17, Uconnect-66616361, 
CE:44:26:CD:B3:62, 2022-08-11 15:28:13, 2022-08-11 15:28:13, 149, 433, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,   9, mabmo1313, 
4C:D9:C4:AB:ED:47, 2022-08-11 12:26:04, 2022-08-11 15:25:25, 149, 180, WPA2, CCMP, PSK, -87,       18,        0,   0.  0.  0.  0,  14, Compass Wander, 
BE:75:36:7F:26:E8, 2022-08-11 15:25:12, 2022-08-11 15:25:24, 149, 866, WPA2, CCMP, PSK, -88,        7,        0,   0.  0.  0.  0,  17, Uconnect-d960b29d, 
CE:44:26:49:EA:2C, 2022-08-11 15:24:24, 2022-08-11 15:24:24, 149, 433, WPA2, CCMP, PSK, -87,        2,        0,   0.  0.  0.  0,  12, paulinhotaxi, 
FA:55:CD:27:8B:4D, 2022-08-11 15:20:48, 2022-08-11 15:20:48, 153, 433, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,  11, VW_MIB_8231, 
9A:49:14:20:43:BC, 2022-08-11 15:20:01, 2022-08-11 15:20:01, 157, 433, WPA2, CCMP, PSK, -90,        3,        0,   0.  0.  0.  0,  16, DIRECT-BMW 00868, 
B0:D8:88:DD:71:D4, 2022-08-11 15:17:59, 2022-08-11 15:17:59, 149, 390, WPA2, CCMP, PSK, -89,        2,        0,   0.  0.  0.  0,  16, HONDA_WIFIDD71D3, 
06:27:AF:DD:AA:7F, 2022-08-11 15:17:48, 2022-08-11 15:17:48, 149, 433, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,   4, BMDS, 
78:E9:CF:49:23:2E, 2022-08-11 15:03:47, 2022-08-11 15:11:00, 161, 1733, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,  17, VIVOFIBRA-2321-5G, 
CE:44:26:A7:B3:30, 2022-08-11 15:09:47, 2022-08-11 15:09:47, 149, 433, WPA2, CCMP, PSK, -87,        1,        0,   0.  0.  0.  0,  16, myChevrolet 9459, 
FA:55:CD:27:32:17, 2022-08-11 15:08:35, 2022-08-11 15:08:35, 153, 433, WPA2, CCMP, PSK, -87,        2,        0,   0.  0.  0.  0,  11, VW_MIB_----, 
66:05:E4:5E:6A:71, 2022-08-11 14:58:47, 2022-08-11 14:58:47, 161, 866, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,  17, Uconnect-36386663, 
F0:81:75:2D:05:CF, 2022-08-11 13:58:25, 2022-08-11 14:03:26, 132, 1170, WPA2 WPA, CCMP TKIP, PSK, -90,        2,        0,   0.  0.  0.  0,   9, ROSANA.5G, 
CE:44:26:BD:2C:E2, 2022-08-11 14:01:03, 2022-08-11 14:01:16, 149, 433, WPA2, CCMP, PSK, -89,        7,        0,   0.  0.  0.  0,  16, myChevrolet 8302, 
CE:44:26:51:02:7C, 2022-08-11 14:00:03, 2022-08-11 14:00:16, 149, 433, WPA2, CCMP, PSK, -89,        8,        0,   0.  0.  0.  0,  17, myChevrolet _5692, 
BE:42:8C:F8:58:04, 2022-08-11 13:53:15, 2022-08-11 13:53:15, 149, 866, WPA2, CCMP, PSK, -87,        4,        0,   0.  0.  0.  0,  17, Uconnect-6b32c36d, 
BE:75:36:7E:27:09, 2022-08-11 13:52:27, 2022-08-11 13:52:27, 149, 866, WPA2, CCMP, PSK, -89,        1,        0,   0.  0.  0.  0,  17, Uconnect-6c0d22dc, 
EC:C1:AB:5B:0F:80, 2022-08-11 13:50:51, 2022-08-11 13:51:16, 157, 180, WPA2, CCMP, PSK, -89,       12,        0,   0.  0.  0.  0,  26, Car Multimedia Toyota_8094, 
66:05:E4:61:CF:1B, 2022-08-11 13:49:04, 2022-08-11 13:49:04, 161,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
46:EB:2E:F1:F4:97, 2022-08-11 13:48:04, 2022-08-11 13:48:16, 161,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
2A:07:EB:0E:40:7C, 2022-08-11 13:47:26, 2022-08-11 13:47:50, 149, 433, WPA2, CCMP, PSK, -91,        5,        0,   0.  0.  0.  0,   2, rv, 
48:7A:FF:50:28:F0, 2022-08-11 13:45:26, 2022-08-11 13:45:26, 149, 433, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,  12, Hyundai_y4i5, 
8A:5A:85:DC:E4:2B, 2022-08-11 13:43:38, 2022-08-11 13:43:50, 149, 433, WPA2, CCMP, PSK, -89,        4,        0,   0.  0.  0.  0,  19, DIRECT-1a-AndroidAP, 
5C:C3:36:87:FC:17, 2022-08-11 13:43:03, 2022-08-11 13:43:03, 157, 180, WPA2, CCMP, PSK, -90,        3,        0,   0.  0.  0.  0,  26, Car Multimedia Toyota_1594, 
9C:50:D1:70:A6:65, 2022-08-11 13:42:26, 2022-08-11 13:42:38, 149, 390, WPA3 WPA2, CCMP, SAE PSK, -88,       10,        0,   0.  0.  0.  0,  20, PEUGEOT_CAR626060522, 
10:A4:BE:02:F8:22, 2022-08-11 13:37:04, 2022-08-11 13:37:04, 36, 130, OPN, ,   , -85,        4,        0,   0.  0.  0.  0,  14, FT-SMirror 437, 
62:E6:F0:6A:16:61, 2022-08-11 13:36:38, 2022-08-11 13:36:38, 157, 433, WPA2, CCMP, PSK, -89,        5,        0,   0.  0.  0.  0,  16, DIRECT-BMW 10595, 
5A:16:D7:10:4C:9D, 2022-08-11 13:33:14, 2022-08-11 13:36:38, 161, 866, WPA2, CCMP, PSK, -89,       23,        0,   0.  0.  0.  0,  17, Uconnect-61376262, 
4C:D9:C4:AC:01:59, 2022-08-11 13:34:49, 2022-08-11 13:35:01, 149, 180, WPA2, CCMP, PSK, -86,       10,        0,   0.  0.  0.  0,  19, Wi-FI Hotspot 89223, 
2A:07:EB:5F:B7:31, 2022-08-11 13:34:00, 2022-08-11 13:34:01, 149, 433, WPA2, CCMP, PSK, -89,        5,        0,   0.  0.  0.  0,  16, myChevrolet 3270, 
20:32:33:7C:A0:00, 2022-08-11 13:24:02, 2022-08-11 13:24:02, 36, 130, OPN, ,   , -89,        1,        0,   0.  0.  0.  0,  14, FT-SMirror 044, 
80:12:36:C8:75:16, 2022-08-11 13:22:02, 2022-08-11 13:22:02, 36, 433, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,   8, Freemont, 
D8:C6:78:C6:68:1F, 2022-08-11 13:16:48, 2022-08-11 13:16:48, 161, 1560, WPA2, CCMP, PSK, -86,        1,        0,   0.  0.  0.  0,  15, Liracolchoes-5G, 
18:0D:2C:0A:EE:C4, 2022-08-11 12:23:07, 2022-08-11 13:06:25, 40, 866, WPA2, CCMP, PSK, -87,        8,        0,   0.  0.  0.  0,  10, Wlad Twibi, 
50:1B:32:EA:14:BD, 2022-08-11 12:40:24, 2022-08-11 12:40:25, 100, 1560, WPA2, CCMP, PSK, -87,        4,        0,   0.  0.  0.  0,  19, OI_FIBRA FSANTOS 5G, 
86:7E:CA:BE:71:DE, 2022-08-11 10:41:24, 2022-08-11 12:23:38, 124, 1733, WPA2, CCMP, PSK, -90,        3,        0,   0.  0.  0.  0,  14, VIVOFIBRA-71D1, 
86:7E:CA:92:46:5E, 2022-08-11 12:23:23, 2022-08-11 12:23:23, 104, 1733, WPA2, CCMP, PSK, -87,        5,        0,   0.  0.  0.  0,  14, VIVOFIBRA-4651, 
D0:59:19:C9:2F:4A, 2022-08-11 12:23:28, 2022-08-11 12:23:28, 149, 1733, WPA2, CCMP, PSK, -89,        1,        0,   0.  0.  0.  0,  13, pretopretinha, 
D2:59:19:F9:2F:4A, 2022-08-11 12:23:28, 2022-08-11 12:23:28, 149, 1733, WPA2, CCMP, PSK, -89,        2,        0,   0.  0.  0.  0,   0, , 
6C:BA:B8:EA:48:C2, 2022-08-11 12:23:27, 2022-08-11 12:23:27, 132, 1733, WPA2, CCMP, PSK, -89,        1,        0,   0.  0.  0.  0,  14, CLARO_5GEA48BC, 
98:7E:CA:92:46:5E, 2022-08-11 12:23:23, 2022-08-11 12:23:23, 104,  -1, , ,   , -89,        0,        0,   0.  0.  0.  0,   0, , 
C0:3C:04:59:88:95, 2022-08-11 12:23:26, 2022-08-11 12:23:27, 132, 1733, WPA2 WPA, CCMP TKIP, PSK, -90,        2,        0,   0.  0.  0.  0,  10, APT 711_5G, 
84:01:12:80:96:D2, 2022-08-11 12:23:26, 2022-08-11 12:23:26, 132, 1733, WPA2, CCMP, PSK, -90,        2,        0,   0.  0.  0.  0,  14, CLARO_5G8096CC, 
08:B4:B1:2B:2A:3E, 2022-08-11 12:23:28, 2022-08-11 12:23:28, 149, 866, WPA2, CCMP, PSK, -91,        1,        0,   0.  0.  0.  0,  12, vivointernet, 
84:01:12:80:86:47, 2022-08-11 12:23:26, 2022-08-11 12:23:27, 132, 1733, WPA2, CCMP, PSK, -91,        3,        1,   0.  0.  0.  0,   9, EUEUEU_5G, 
98:77:E7:B8:55:B8, 2022-08-11 12:23:26, 2022-08-11 12:23:27, 132, 1733, WPA2, CCMP, PSK, -91,        2,        0,   0.  0.  0.  0,  14, CLARO_5GB855B2, 
44:D4:54:60:90:43, 2022-08-11 12:23:27, 2022-08-11 12:23:27, 132, 1733, WPA2, CCMP, PSK, -92,        1,        0,   0.  0.  0.  0,  14, CLARO_5G60903D, 
48:00:33:05:9A:5A, 2022-08-11 12:23:13, 2022-08-11 12:23:13, 120, 1170, WPA2 WPA, CCMP, PSK, -88,        3,        0,   0.  0.  0.  0,  14, NET_APT_501_5G, 
94:2C:B3:D1:FF:AB, 2022-08-11 12:23:16, 2022-08-11 12:23:16, 149, 1170, WPA2 WPA, CCMP TKIP, PSK, -89,        3,        0,   0.  0.  0.  0,  13, CASADOSBUS 5G, 
74:3A:EF:AD:A6:FF, 2022-08-11 12:23:13, 2022-08-11 12:23:13, 116, 1733, WPA2, CCMP, PSK, -91,        1,        0,   0.  0.  0.  0,  14, CLARO_5GADA6F9, 
2A:07:EB:8D:97:DD, 2022-08-11 12:22:40, 2022-08-11 12:22:40, 149, 433, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,  10, MyWiFi4233, 
84:01:12:83:96:2B, 2022-08-11 12:17:01, 2022-08-11 12:17:02, 132,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
9A:49:14:69:D5:87, 2022-08-11 12:10:39, 2022-08-11 12:10:51, 149, 433, WPA2, CCMP, PSK, -87,        8,        0,   0.  0.  0.  0,  17, DIRECT-MBUX 16689, 
FA:55:CD:32:37:22, 2022-08-11 12:08:39, 2022-08-11 12:09:27, 153, 433, WPA2, CCMP, PSK, -89,       10,        0,   0.  0.  0.  0,  11, VW_MIB_8518, 
FA:55:CD:5B:19:67, 2022-08-11 11:59:26, 2022-08-11 11:59:26, 153, 433, WPA2, CCMP, PSK, -90,        2,        0,   0.  0.  0.  0,  11, VW_MIB_----, 
FA:55:CD:59:43:95, 2022-08-11 11:57:38, 2022-08-11 11:58:02, 153, 433, WPA2, CCMP, PSK, -88,       14,        0,   0.  0.  0.  0,  11, VW_MIB_5651, 
FA:55:CD:59:2B:FB, 2022-08-11 11:53:13, 2022-08-11 11:53:14, 153, 433, WPA2, CCMP, PSK, -87,        4,        0,   0.  0.  0.  0,  11, VW_MIB_----, 
8A:5A:85:A6:FE:D7, 2022-08-11 11:52:49, 2022-08-11 11:52:49, 149, 433, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,  10, DarthVader, 
66:05:E4:CD:91:43, 2022-08-11 11:50:02, 2022-08-11 11:50:02, 161, 866, WPA2, CCMP, PSK, -89,        3,        0,   0.  0.  0.  0,  17, Uconnect-37656335, 
B2:40:43:4F:CD:11, 2022-08-11 11:47:24, 2022-08-11 11:47:24, 149, 866, WPA3 WPA2, CCMP, SAE PSK, -86,        2,        0,   0.  0.  0.  0,  18, , 
FA:55:CD:5B:F9:C8, 2022-08-11 11:41:12, 2022-08-11 11:41:12, 153,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
B0:D8:88:F7:96:E9, 2022-08-11 11:38:23, 2022-08-11 11:38:23, 149, 390, WPA2, CCMP, PSK, -88,        3,        0,   0.  0.  0.  0,  16, HONDA_WIFIF796E8, 
10:A4:BE:02:F8:80, 2022-08-11 11:19:50, 2022-08-11 11:19:50, 52, 130, OPN, ,   , -89,        1,        0,   0.  0.  0.  0,  14, FT-SMirror 931, 
C0:3D:D9:90:93:D7, 2022-08-11 10:41:23, 2022-08-11 10:41:24, 100, 1560, WPA2, CCMP, PSK, -88,        4,        0,   0.  0.  0.  0,  17, VIVOFIBRA-93D0-5G, 
98:7E:CA:BE:71:DE, 2022-08-11 10:41:24, 2022-08-11 10:41:24, 104, 1733, WPA2, CCMP, PSK, -89,        2,        0,   0.  0.  0.  0,  17, VIVOFIBRA-71D1-5G, 
E8:D2:FF:96:75:61, 2022-08-11 10:41:23, 2022-08-11 10:41:23, 60, 1733, WPA2, CCMP, PSK, -89,        2,        0,   0.  0.  0.  0,  14, CLARO_5G96755B, 
5C:76:95:93:67:90, 2022-08-11 10:41:19, 2022-08-11 10:41:19,  9, 195, WPA2 WPA, CCMP, PSK, -125,        1,        0,   0.  0.  0.  0,  10, NET.602_2G, 
5E:76:95:93:68:91, 2022-08-11 10:41:19, 2022-08-11 10:41:19,  9, 195, OPN, ,   , -125,        1,        0,   0.  0.  0.  0,  15, #NET-CLARO-WIFI, 
1C:E1:92:A2:55:7C, 2022-08-11 10:58:19, 2022-08-11 10:58:19, 149, 390, WPA3 WPA2, CCMP, SAE PSK, -91,        3,        0,   0.  0.  0.  0,  20, Toyota Smart Connect, 
FA:55:CD:32:39:D2, 2022-08-11 11:02:44, 2022-08-11 11:02:44, 153, 433, WPA2, CCMP, PSK, -90,        3,        0,   0.  0.  0.  0,  11, VW_MIB_8827, 
E6:54:20:87:41:6E, 2022-08-11 11:31:31, 2022-08-11 11:31:55, 112,  -1, WPA, ,   ,  -1,        0,       29,   0.  0.  0.  0,   0, , 
04:18:D6:A4:10:B5, 2022-08-11 11:31:56, 2022-08-11 11:31:56, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C6:C6:78:12:38:17, 2022-08-11 12:23:08, 2022-08-11 12:23:08, 44, 1733, WPA2, CCMP, PSK, -89,        1,        0,   0.  0.  0.  0,  14, VIVOFIBRA-3810, 
C6:C6:78:43:15:17, 2022-08-11 12:23:08, 2022-08-11 12:23:08, 44, 1733, WPA2, CCMP, PSK, -89,        1,        0,   0.  0.  0.  0,  14, VIVOFIBRA-1510, 
D8:C6:78:12:38:17, 2022-08-11 12:23:08, 2022-08-11 12:23:08, 44, 1560, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,  17, VIVOFIBRA-3810-5G, 
E8:20:E2:D0:69:BB, 2022-08-11 12:23:18, 2022-08-11 12:23:18, 165, 540, WPA2 WPA, CCMP TKIP, PSK, -91,        4,        0,   0.  0.  0.  0,  14, NET_APT_402_5G, 
A2:B5:3C:1C:2B:50, 2022-08-11 12:23:17, 2022-08-11 12:23:17, 153, 1733, WPA2, CCMP, PSK, -90,        2,        0,   0.  0.  0.  0,  10, AP 202 _5G, 
B8:19:04:E7:09:7D, 2022-08-11 12:23:18, 2022-08-11 12:23:18, 161, 780, WPA2, CCMP, PSK, -90,        1,        0,   0.  0.  0.  0,  15, CASA OI_FIBRA5G, 
C8:5D:38:DA:36:60, 2022-08-11 12:23:20, 2022-08-11 12:23:20, 44, 1733, WPA2, CCMP, PSK, -90,        1,        1,   0.  0.  0.  0,   5, MILLA, 
20:9A:7D:B3:D0:5B, 2022-08-11 10:42:34, 2022-08-11 12:23:21, 52, 1733, WPA2 WPA, CCMP TKIP, PSK, -89,        9,        0,   0.  0.  0.  0,  18, Net-Virtua-1913-5G, 
E8:20:E2:AE:A1:F1, 2022-08-11 12:23:18, 2022-08-11 12:23:18, 161, 1170, WPA2 WPA, CCMP TKIP, PSK, -89,        1,        0,   0.  0.  0.  0,  10, NET_5G 501, 
5C:E3:0E:0E:4F:D7, 2022-08-11 12:23:17, 2022-08-11 12:23:17, 157, 1300, WPA2, CCMP, PSK, -88,        2,        0,   0.  0.  0.  0,  12, NET_5GCE4FB7, 
C6:C6:78:C6:C6:87, 2022-08-11 12:23:22, 2022-08-11 12:23:22, 100, 1733, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,   8, VIVO 503, 
94:6A:77:27:26:45, 2022-08-11 12:23:19, 2022-08-11 12:23:19, 36, 1170, WPA2 WPA, CCMP, PSK, -87,        5,        0,   0.  0.  0.  0,   7, WAFE_5G, 
92:AA:C3:9A:71:10, 2022-08-11 12:23:20, 2022-08-11 12:23:21, 48, 1733, WPA2, CCMP, PSK, -87,        5,        0,   0.  0.  0.  0,  11, NETO PAZ 5G, 
8E:DC:02:37:15:FC, 2022-08-11 12:23:19, 2022-08-11 12:23:31, 36, 1733, WPA2, CCMP, PSK, -90,        7,        0,   0.  0.  0.  0,   0, , 
8C:DC:02:17:15:FC, 2022-08-11 12:23:19, 2022-08-11 12:23:31, 36, 1733, WPA2, CCMP, PSK, -89,        6,        0,   0.  0.  0.  0,  16, LIVE TIM_1310_5G, 
8C:44:4F:41:88:19, 2022-08-11 12:23:18, 2022-08-11 12:23:30, 165, 540, WPA2 WPA, CCMP TKIP, PSK, -88,        8,       10,   0.  0.  0.  0,   9, ROBERIO5G, 
D8:32:14:EC:F2:CC, 2022-08-11 12:23:19, 2022-08-11 12:23:31, 40, 866, WPA2, CCMP, PSK, -88,        1,        0,   0.  0.  0.  0,   7, Rezende, 
C0:3C:04:5E:BE:C5, 2022-08-11 12:23:19, 2022-08-11 12:23:31, 36, 1733, WPA2 WPA, CCMP TKIP, PSK, -87,       10,        0,   0.  0.  0.  0,  16, LIVE TIM_BEC0_5G, 
FC:8F:7D:FA:6F:FD, 2022-08-11 10:45:44, 2022-08-11 12:23:43, 36, 1560, WPA2, CCMP, PSK, -90,        0,        0,   0.  0.  0.  0,  16, ALMIR & MARTA 5G, 
D8:C6:78:1E:B6:8F, 2022-08-11 11:47:16, 2022-08-11 12:23:44, 44, 1560, WPA2, CCMP, PSK, -89,       10,        0,   0.  0.  0.  0,  15, AMANDAGUEDES-5G, 
8C:44:4F:19:FC:78, 2022-08-11 12:23:42, 2022-08-11 12:23:43, 165, 540, WPA2 WPA, CCMP TKIP, PSK, -89,        6,        2,   0.  0.  0.  0,  17, Marcelo Sobral 5G, 
D8:77:8B:D0:8B:CF, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 40, 866, WPA2, CCMP TKIP, PSK, -89,        1,        0,   0.  0.  0.  0,   8, ADILSON , 
14:6B:9A:16:53:50, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 36, 1733, WPA2, CCMP, PSK, -87,        5,        0,   0.  0.  0.  0,   6, PST_5G, 
16:6B:9A:36:53:50, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 36, 1733, WPA2, CCMP, PSK, -87,        5,        0,   0.  0.  0.  0,   0, , 
C6:C6:78:C6:24:EF, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 40, 1733, WPA2, CCMP, PSK, -87,        2,        0,   0.  0.  0.  0,  14, VIVOFIBRA-24E8, 
D8:77:8B:6E:4D:F7, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 40, 866, WPA2, CCMP, PSK, -87,        1,        1,   0.  0.  0.  0,   5, , 
86:EA:EA:55:EB:AE, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 40, 1733, WPA2, CCMP, PSK, -87,        1,        0,   0.  0.  0.  0,  14, VIVOFIBRA-EBA3, 
94:8F:CF:A3:8C:0A, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 36, 1300, WPA2, CCMP, PSK, -86,        5,        0,   0.  0.  0.  0,  14, VASCO HOUSE 5G, 
94:EA:EA:55:EB:AE, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 40, 1560, WPA2, CCMP, PSK, -86,        1,        0,   0.  0.  0.  0,  17, VIVOFIBRA-EBA3-5G, 
D8:77:8B:CF:34:47, 2022-08-11 10:41:32, 2022-08-11 12:23:44, 40, 866, WPA2, CCMP TKIP, PSK, -85,       46,       26,   0.  0.  0.  0,   4, HOME, 
D8:C6:78:C6:24:EF, 2022-08-11 12:23:43, 2022-08-11 12:23:43, 40, 1560, WPA2, CCMP, PSK, -84,        1,        0,   0.  0.  0.  0,  17, VIVOFIBRA-24E8-5G, 
